item_id,name,category,features_json,description,average_rating,num_reviews,launch_date
216,Air Purifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",Air Purifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.45,212,2025-10-31
217,Humidifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""One Size"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",Humidifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.03,38,2024-07-03
218,Aromatherapy Diffuser,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": false, ""eco_friendly"": true}",Aromatherapy Diffuser is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.94,413,2025-02-26
219,Blue Light Glasses,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": true}",Blue Light Glasses is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.83,335,2023-08-12
220,Cooling Pillow Pro,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$100-200"", ""washable"": false, ""eco_friendly"": true}",Cooling Pillow Pro is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.69,249,2025-02-05
221,Blackout Curtains,Sleep Aids,"{""adjustable"": false, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": false}",Blackout Curtains is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.22,179,2024-02-25
222,White Noise Machine,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""Full Range"", ""price_range"": "">$200"", ""washable"": false, ""eco_friendly"": true}",White Noise Machine is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.21,272,2023-07-22
223,Sleep Mask Premium,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": false}",Sleep Mask Premium is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.64,411,2024-01-24
224,Weighted Blanket,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": false, ""size_options"": ""One Size"", ""price_range"": ""$50-100"", ""washable"": true, ""eco_friendly"": false}",Weighted Blanket is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,3.31,400,2024-11-10
225,Memory Foam Mattress,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""One Size"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": false}",Memory Foam Mattress is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.61,61,2025-11-30
226,Air Purifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$50-100"", ""washable"": false, ""eco_friendly"": false}",Air Purifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,4.21,414,2023-06-28
227,Humidifier,Sleep Aids,"{""adjustable"": true, ""temperature_control"": false, ""wireless"": true, ""app_controlled"": false, ""size_options"": ""S/M/L"", ""price_range"": ""$100-200"", ""washable"": true, ""eco_friendly"": true}",Humidifier is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.83,175,2025-03-18
228,Aromatherapy Diffuser,Sleep Aids,"{""adjustable"": false, ""temperature_control"": true, ""wireless"": false, ""app_controlled"": true, ""size_options"": ""S/M/L"", ""price_range"": ""$30-50"", ""washable"": false, ""eco_friendly"": false}",Aromatherapy Diffuser is a sleep accessory designed to optimize sleep comfort and environment. Premium materials ensure durability and long-lasting performance.,2.94,430,2023-12-28
229,Premium Sleep Solution 229,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.06,251,2025-01-07
230,Premium Sleep Solution 230,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.13,364,2025-08-22
231,Premium Sleep Solution 231,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.61,76,2025-03-08
232,Premium Sleep Solution 232,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.56,124,2025-11-07
233,Premium Sleep Solution 233,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.64,434,2025-11-03
234,Premium Sleep Solution 234,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.0,385,2024-10-28
235,Premium Sleep Solution 235,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.82,283,2024-08-18
236,Premium Sleep Solution 236,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.92,491,2023-12-03
237,Premium Sleep Solution 237,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.48,357,2025-07-16
238,Premium Sleep Solution 238,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.28,280,2024-01-05
239,Premium Sleep Solution 239,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.53,270,2025-10-17
240,Premium Sleep Solution 240,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.57,449,2023-06-02
241,Premium Sleep Solution 241,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.94,261,2023-09-08
242,Premium Sleep Solution 242,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.81,386,2024-07-07
243,Premium Sleep Solution 243,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.87,481,2025-08-28
244,Premium Sleep Solution 244,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.54,198,2025-10-23
245,Premium Sleep Solution 245,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.36,317,2025-08-06
246,Premium Sleep Solution 246,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.54,254,2023-05-23
247,Premium Sleep Solution 247,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.56,357,2023-06-02
248,Premium Sleep Solution 248,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.14,414,2024-08-12
249,Premium Sleep Solution 249,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.41,89,2023-08-30
250,Premium Sleep Solution 250,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.39,337,2025-12-01
251,Premium Sleep Solution 251,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.93,387,2024-09-18
252,Premium Sleep Solution 252,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.06,476,2024-09-26
253,Premium Sleep Solution 253,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.25,320,2024-02-23
254,Premium Sleep Solution 254,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.68,67,2025-05-20
255,Premium Sleep Solution 255,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.3,224,2023-12-16
256,Premium Sleep Solution 256,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.04,410,2023-10-15
257,Premium Sleep Solution 257,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.0,80,2023-12-22
258,Premium Sleep Solution 258,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.9,42,2024-09-01
259,Premium Sleep Solution 259,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.91,174,2025-08-30
260,Premium Sleep Solution 260,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.74,396,2025-05-24
261,Premium Sleep Solution 261,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.03,299,2024-12-28
262,Premium Sleep Solution 262,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.26,422,2024-04-08
263,Premium Sleep Solution 263,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,5.0,60,2025-07-30
264,Premium Sleep Solution 264,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.14,312,2025-02-22
265,Premium Sleep Solution 265,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.72,191,2024-08-19
266,Premium Sleep Solution 266,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.2,11,2023-09-16
267,Premium Sleep Solution 267,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.43,55,2025-09-19
268,Premium Sleep Solution 268,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.8,37,2025-02-16
269,Premium Sleep Solution 269,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.52,267,2024-05-22
270,Premium Sleep Solution 270,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.08,92,2025-03-12
271,Premium Sleep Solution 271,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.55,27,2024-11-27
272,Premium Sleep Solution 272,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.75,140,2024-06-29
273,Premium Sleep Solution 273,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.87,118,2023-07-23
274,Premium Sleep Solution 274,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.1,362,2025-07-03
275,Premium Sleep Solution 275,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.9,344,2024-07-12
276,Premium Sleep Solution 276,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": false, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.7,139,2025-08-27
277,Premium Sleep Solution 277,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.67,178,2025-09-15
278,Premium Sleep Solution 278,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.57,219,2025-08-08
279,Premium Sleep Solution 279,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": "">$300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.51,16,2023-05-25
280,Premium Sleep Solution 280,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.1,339,2025-09-04
281,Premium Sleep Solution 281,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.8,65,2023-11-20
282,Premium Sleep Solution 282,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": false, ""requires_prescription"": false, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.97,87,2025-04-11
283,Premium Sleep Solution 283,Bedding & Accessories,"{""clinical_evidence"": true, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,4.85,30,2023-07-22
284,Premium Sleep Solution 284,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": false, ""price_range"": ""$100-300""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,2.84,415,2024-01-08
285,Premium Sleep Solution 285,Bedding & Accessories,"{""clinical_evidence"": false, ""fda_approved"": true, ""requires_prescription"": true, ""price_range"": ""$50-100""}",Professional-grade sleep improvement solution. Backed by clinical research and trusted by sleep specialists worldwide.,3.01,253,2024-10-10
286,Breathing Technique Workshop,Lifestyle Practices,"{""duration_weeks"": 12, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": true, ""evidence_based"": true, ""price"": ""$29""}","Breathing Technique Workshop is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.15,417,2024-06-09
287,Sleep Psychology Course,Lifestyle Practices,"{""duration_weeks"": 12, ""sessions_per_week"": 1, ""requires_trainer"": true, ""online_available"": false, ""self_paced"": false, ""evidence_based"": true, ""price"": ""$29""}","Sleep Psychology Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.94,263,2024-11-04
288,CBT-I Program,Lifestyle Practices,"{""duration_weeks"": 8, ""sessions_per_week"": 2, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$199""}","CBT-I Program is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",2.54,437,2023-04-21
289,Meditation Course,Lifestyle Practices,"{""duration_weeks"": 4, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": false, ""evidence_based"": true, ""price"": ""$199""}","Meditation Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.98,288,2025-04-28
290,Sleep Hypnotherapy,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 3, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": true, ""price"": ""Free""}","Sleep Hypnotherapy is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.18,414,2024-11-19
291,Yoga for Sleep,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 7, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$29""}","Yoga for Sleep is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.89,58,2024-05-02
292,Sleep Coaching Session,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": true, ""price"": ""Free""}","Sleep Coaching Session is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.2,317,2024-08-29
293,Mindfulness Training,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 7, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": false, ""evidence_based"": false, ""price"": ""$49""}","Mindfulness Training is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.87,47,2023-12-24
294,Breathing Technique Workshop,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 5, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": false, ""evidence_based"": false, ""price"": ""$199""}","Breathing Technique Workshop is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.29,294,2025-09-15
295,Sleep Psychology Course,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 7, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$99""}","Sleep Psychology Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.18,455,2025-01-14
296,CBT-I Program,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 1, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": false, ""evidence_based"": true, ""price"": ""$99""}","CBT-I Program is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.77,64,2025-04-18
297,Meditation Course,Lifestyle Practices,"{""duration_weeks"": 4, ""sessions_per_week"": 3, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": true, ""evidence_based"": false, ""price"": ""Free""}","Meditation Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.96,225,2025-10-16
298,Sleep Hypnotherapy,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": false, ""evidence_based"": true, ""price"": ""Variable""}","Sleep Hypnotherapy is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.82,376,2023-05-01
299,Yoga for Sleep,Lifestyle Practices,"{""duration_weeks"": 4, ""sessions_per_week"": 5, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": false, ""evidence_based"": true, ""price"": ""Variable""}","Yoga for Sleep is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.22,196,2023-07-08
300,Sleep Coaching Session,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 1, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$29""}","Sleep Coaching Session is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.24,149,2024-09-01
301,Mindfulness Training,Lifestyle Practices,"{""duration_weeks"": 4, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": false, ""evidence_based"": false, ""price"": ""$49""}","Mindfulness Training is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.86,441,2025-04-18
302,Breathing Technique Workshop,Lifestyle Practices,"{""duration_weeks"": 12, ""sessions_per_week"": 2, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": true, ""evidence_based"": true, ""price"": ""$49""}","Breathing Technique Workshop is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.26,252,2025-02-12
303,Sleep Psychology Course,Lifestyle Practices,"{""duration_weeks"": 6, ""sessions_per_week"": 5, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": true, ""price"": ""$29""}","Sleep Psychology Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.16,194,2023-11-06
304,CBT-I Program,Lifestyle Practices,"{""duration_weeks"": 2, ""sessions_per_week"": 3, ""requires_trainer"": false, ""online_available"": true, ""self_paced"": true, ""evidence_based"": true, ""price"": ""Free""}","CBT-I Program is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",3.27,61,2024-11-28
305,Meditation Course,Lifestyle Practices,"{""duration_weeks"": 8, ""sessions_per_week"": 2, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": false, ""evidence_based"": false, ""price"": ""$49""}","Meditation Course is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.52,116,2024-07-16
306,Sleep Hypnotherapy,Lifestyle Practices,"{""duration_weeks"": 8, ""sessions_per_week"": 1, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": true, ""price"": ""$29""}","Sleep Hypnotherapy is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.03,116,2025-03-27
307,Yoga for Sleep,Lifestyle Practices,"{""duration_weeks"": 6, ""sessions_per_week"": 3, ""requires_trainer"": false, ""online_available"": false, ""self_paced"": true, ""evidence_based"": true, ""price"": ""$199""}","Yoga for Sleep is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.59,206,2024-12-07
308,Sleep Coaching Session,Lifestyle Practices,"{""duration_weeks"": 8, ""sessions_per_week"": 3, ""requires_trainer"": true, ""online_available"": false, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$49""}","Sleep Coaching Session is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.72,64,2024-01-16
309,Mindfulness Training,Lifestyle Practices,"{""duration_weeks"": 4, ""sessions_per_week"": 3, ""requires_trainer"": true, ""online_available"": true, ""self_paced"": true, ""evidence_based"": false, ""price"": ""$29""}","Mindfulness Training is a scientifically-backed sleep improvement program combining behavioral techniques, mindfulness, and lifestyle modifications for lasting results.",4.43,266,2024-03-04
